MemberId,company,createdAt,currency,isActive,lastTransactionAmount,lastTransactionAt,role,tier,totalAmountDonated,type,profile,twitter,github,website
559334,,2024-04-24 09:49,USD,True,5,2024-04-24 09:49,BACKER,0,5,USER,https://opencollective.com/guest-01fca89f,,,
559852,,2024-04-26 09:14,USD,True,10,2024-04-26 09:14,BACKER,0,10,USER,https://opencollective.com/guest-9fb7224d,,,
560183,,2024-04-27 13:31,USD,True,5,2024-08-02 05:10,BACKER,backer,20,USER,https://opencollective.com/constantine1,,,
560342,,2024-04-28 09:21,USD,True,20,2024-04-28 09:21,BACKER,0,20,USER,https://opencollective.com/hockdudu,,,https://hockdudu.ch/
561809,,2024-05-03 08:46,USD,True,5,2024-05-03 08:46,BACKER,0,5,USER,https://opencollective.com/guest-9b97a2cb,,,
564425,,2024-05-12 20:06,0,True,0,2024-08-27 09:29,FOLLOWER,0,0,USER,https://opencollective.com/nuno-vilhena-santos,https://twitter.com/NunoVilhenaSant,https://github.com/NunoVilhenaSantos,
564815,,2024-05-13 21:53,USD,True,20,2024-05-13 21:53,BACKER,0,20,USER,https://opencollective.com/guest-1df25449,,,
565820,,2024-05-16 20:45,USD,True,5,2024-07-03 09:06,BACKER,backer,10,USER,https://opencollective.com/robb,,,
566411,,2024-05-19 03:38,USD,True,50,2024-05-19 03:38,BACKER,0,50,USER,https://opencollective.com/user-24ae84fe,,,
567683,,2024-05-22 18:01,USD,True,3,2024-05-22 18:01,BACKER,0,3,USER,https://opencollective.com/guest-ccf5f024,,,
567999,,2024-05-23 12:59,USD,True,5,2024-05-23 13:23,FOLLOWER,0,5,USER,https://opencollective.com/john-doe263,,,
568007,,2024-05-23 13:23,0,True,0,2024-08-27 09:29,BACKER,0,5,USER,https://opencollective.com/john-doe263,,,
568584,,2024-05-25 05:37,USD,True,20,2024-05-25 05:37,BACKER,0,20,USER,https://opencollective.com/guest-788b3a61,,,
569622,,2024-05-28 18:19,USD,True,10,2024-08-02 09:06,BACKER,0,30,USER,https://opencollective.com/guest-d40a3a95,,,
571431,,2024-06-02 16:43,USD,True,20,2024-06-02 16:43,BACKER,0,20,USER,https://opencollective.com/guest-711c4f50,,,
572305,,2024-06-04 21:31,USD,True,10,2024-06-04 21:31,BACKER,0,10,USER,https://opencollective.com/guest-a8906ce4,,,
572306,,2024-06-04 21:41,USD,True,20,2024-06-04 21:41,BACKER,0,20,USER,https://opencollective.com/guest-aee7948d,,,
573124,,2024-06-07 07:58,USD,True,5,2024-06-07 07:58,BACKER,0,5,USER,https://opencollective.com/jonathan-deinhard,,,
573639,,2024-06-08 20:41,USD,True,20,2024-06-08 20:41,BACKER,0,20,USER,https://opencollective.com/guest-45c283a0,,,
575776,,2024-06-15 06:37,USD,True,50,2024-06-15 06:37,BACKER,0,50,USER,https://opencollective.com/guest-312d2706,,,
578758,,2024-06-26 07:02,USD,True,30,2024-06-26 07:02,BACKER,0,30,USER,https://opencollective.com/smashnet,,,
579209,,2024-06-27 18:25,USD,True,20,2024-06-27 18:25,BACKER,0,20,USER,https://opencollective.com/guest-2daebd08,,,
580075,,2024-06-30 23:06,USD,True,500,2024-06-30 23:06,BACKER,0,500,ORGANIZATION,https://opencollective.com/airocle,,,https://airocle.com.au
580906,,2024-07-03 12:17,USD,True,2,2024-07-03 12:17,BACKER,backer,2,USER,https://opencollective.com/spekoregonian,,,
580966,,2024-07-03 16:40,USD,True,5,2024-08-03 10:11,BACKER,backer,10,USER,https://opencollective.com/michael-fogassy,,,
581183,,2024-07-04 13:09,USD,True,20,2024-07-04 13:09,BACKER,0,20,USER,https://opencollective.com/guest-d8bacdfd,,,
581288,,2024-07-04 21:18,USD,True,4.17,2024-08-04 10:06,BACKER,0,8.34,USER,https://opencollective.com/guest-f618a2ed,,,
583756,,2024-07-13 14:15,USD,True,5,2024-07-13 14:15,BACKER,0,5,USER,https://opencollective.com/guest-de3d1951,,,
583891,,2024-07-14 05:57,USD,True,20,2024-07-14 05:57,BACKER,0,20,USER,https://opencollective.com/guest-82843b51,,,
585261,,2024-07-17 18:26,USD,True,5,2024-07-17 18:26,BACKER,0,5,USER,https://opencollective.com/guest-37977191,,,
585465,,2024-07-18 13:10,USD,True,10,2024-07-18 13:10,BACKER,0,10,USER,https://opencollective.com/guest-f38d6e07,,,
586459,,2024-07-22 15:48,USD,True,20,2024-07-22 15:48,BACKER,0,20,USER,https://opencollective.com/james-simas,,,
592668,,2024-08-12 15:13,USD,True,20,2024-08-12 15:13,BACKER,0,20,USER,https://opencollective.com/guest-5da2462e,,,
593100,,2024-08-13 18:48,USD,True,20,2024-08-13 18:48,BACKER,0,20,USER,https://opencollective.com/guest-43bdf636,,,
593915,,2024-08-15 20:06,USD,True,5,2024-08-15 20:06,BACKER,0,5,USER,https://opencollective.com/joseph-marhee,https://twitter.com/jmarhee,https://github.com/jmarhee,https://josephmarhee.com
594948,,2024-08-20 08:23,USD,True,5,2024-08-20 08:23,BACKER,0,5,USER,https://opencollective.com/guest-a0f2d049,,,
596253,,2024-08-25 08:28,USD,True,20,2024-08-25 08:28,BACKER,0,20,USER,https://opencollective.com/guest-f9cadc4e,,,
