MemberId,company,createdAt,currency,isActive,lastTransactionAmount,lastTransactionAt,role,tier,totalAmountDonated,type,profile,twitter,github,website
246830,,2021-11-27 23:34,USD,False,10,2021-11-27 23:34,BACKER,Backer,10,USER,https://opencollective.com/guest-e2c7d390,,,
246837,,2021-11-28 00:47,USD,False,10,2021-11-28 00:47,BACKER,Backer,10,USER,https://opencollective.com/guest-9857006d,,,
246976,,2021-11-28 16:38,USD,False,5,2022-01-06 08:07,BACKER,Backer,10,USER,https://opencollective.com/guest-96c77e53,,,
247148,,2021-11-29 09:06,USD,False,10,2021-11-29 09:06,BACKER,Backer,10,USER,https://opencollective.com/guest-38c578d9,,,
248056,,2021-12-01 00:25,USD,False,10,2021-12-01 00:25,BACKER,Backer,10,USER,https://opencollective.com/guest-0888dc24,,,
248169,,2021-12-01 03:09,USD,False,10,2022-01-06 08:12,BACKER,Backer,20,USER,https://opencollective.com/guest-0520a4b7,,,
248276,,2021-12-01 09:49,USD,False,5,2021-12-01 09:49,BACKER,Backer,5,USER,https://opencollective.com/guest-1e4c8095,,,
251067,,2021-12-06 14:52,USD,False,10,2022-03-06 12:17,BACKER,Backer,40,USER,https://opencollective.com/guest-ee0433d9,,,
251532,,2021-12-07 12:58,USD,False,10,2023-04-01 14:15,BACKER,Backer,170,USER,https://opencollective.com/pawel-stadnicki,,,
251956,,2021-12-08 11:02,USD,True,5,2021-12-08 11:02,BACKER,0,5,USER,https://opencollective.com/guest-ffe4acbe,,,
254285,,2021-12-12 17:38,USD,False,10,2022-05-01 21:12,BACKER,Backer,60,USER,https://opencollective.com/user-da9c243a,,,
254288,,2021-12-12 17:41,USD,False,10,2021-12-12 17:41,BACKER,Backer,10,USER,https://opencollective.com/ivette,,,
255339,,2021-12-14 17:23,USD,False,5,2021-12-14 17:23,BACKER,Backer,5,USER,https://opencollective.com/guest-ebb8d6e2,,,
255563,,2021-12-15 02:51,USD,False,5,2022-01-06 04:16,BACKER,Backer,10,USER,https://opencollective.com/guest-129a0d44,,,
256173,,2021-12-16 17:07,USD,False,6,2021-12-16 17:07,BACKER,Backer,6,USER,https://opencollective.com/incognito-88856bfa,,,
256504,,2021-12-17 15:12,USD,False,5,2021-12-17 15:12,BACKER,Backer,5,USER,https://opencollective.com/srikanth,,,
257799,,2021-12-21 17:35,USD,False,5,2021-12-21 17:35,BACKER,Backer,5,USER,https://opencollective.com/guest-6f1e1577,,,
259378,,2021-12-26 16:45,USD,False,10,2022-02-01 18:15,BACKER,Backer,20,USER,https://opencollective.com/guest-17a8ee88,,,
259559,,2021-12-27 13:03,USD,False,5,2021-12-27 13:03,BACKER,Backer,5,USER,https://opencollective.com/guest-a7b5602f,,,
260611,,2021-12-30 13:33,USD,False,5,2021-12-30 13:33,BACKER,Backer,5,USER,https://opencollective.com/guest-abf18359,,,
262834,@qwant,2022-01-04 09:30,USD,True,10,2024-08-01 08:03,BACKER,Backer,320,USER,https://opencollective.com/qwant,https://twitter.com/Qwant_FR,https://github.com/Qwant,https://www.qwant.com/
263155,,2022-01-05 05:17,USD,False,5,2022-01-05 05:17,BACKER,Backer,5,USER,https://opencollective.com/guest-b7d97d00,,,
263186,,2022-01-05 09:41,USD,False,100,2022-11-01 17:16,BACKER,Sponsor,1100,USER,https://opencollective.com/delivery-hero,,,
265043,,2022-01-11 04:15,USD,False,6,2022-05-10 10:08,BACKER,Backer,30,USER,https://opencollective.com/guest-fcef5b15,,,
265169,,2022-01-11 14:55,USD,False,25,2022-08-01 20:01,BACKER,Backer,200,USER,https://opencollective.com/user-8ef86d57,,,
266059,,2022-01-14 20:09,USD,False,10,2022-04-01 03:10,BACKER,Backer,40,USER,https://opencollective.com/gretchen-paige-mosby,,,
266060,,2022-01-14 20:10,USD,False,10,2022-02-14 11:21,BACKER,Backer,20,USER,https://opencollective.com/guest-fbc38651,,,
266273,,2022-01-15 17:17,USD,False,10,2023-02-01 18:15,BACKER,Backer,140,USER,https://opencollective.com/guest-34fe2b7b,,,
266740,,2022-01-17 12:03,USD,False,100,2022-03-01 05:04,BACKER,Sponsor,200,USER,https://opencollective.com/piua-art,,,
267084,,2022-01-18 07:39,USD,False,5,2022-08-01 04:09,BACKER,Backer,35,USER,https://opencollective.com/jack-mazzotta,,,
267607,,2022-01-19 18:04,USD,False,10,2022-11-01 04:12,BACKER,Backer,100,USER,https://opencollective.com/davegibsongfr,,,
267645,,2022-01-19 19:36,USD,False,5,2022-01-19 19:36,BACKER,Backer,5,USER,https://opencollective.com/nick-peihl,,,
267684,,2022-01-19 22:46,USD,True,5,2024-08-01 06:08,BACKER,Backer,155,USER,https://opencollective.com/user-e1adcdca,,,
268088,,2022-01-21 06:02,USD,False,10,2022-01-21 06:02,BACKER,Backer,10,USER,https://opencollective.com/guest-f786efde,,,
268309,,2022-01-21 20:38,USD,True,20,2022-01-21 20:38,BACKER,0,20,USER,https://opencollective.com/guest-84025342,,,
268313,,2022-01-21 20:42,USD,False,10,2022-01-21 20:42,BACKER,Backer,10,USER,https://opencollective.com/guest-baa24652,,,
268582,,2022-01-23 01:44,USD,False,5,2022-01-23 01:44,BACKER,Backer,5,USER,https://opencollective.com/guest-9bb7a0a6,,,
